image_id,file_name,relative_path,classification_status,evaluation_state,hazard_density,latency,register_40001_coil,actuation_status
IMG-1149,222.jpg,photos/train/unsafe/222.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1130,0.81 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1150,223.jpg,photos/train/unsafe/223.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6440,0.80 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1151,224.jpg,photos/train/unsafe/224.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1963,0.47 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1152,225.jpg,photos/train/unsafe/225.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3274,0.90 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1153,226.jpg,photos/train/unsafe/226.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3030,1.19 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1154,227.jpg,photos/train/unsafe/227.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3323,0.59 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1155,228.jpg,photos/train/unsafe/228.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1907,0.81 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1156,229.jpg,photos/train/unsafe/229.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3840,0.83 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1157,23.jpg,photos/train/unsafe/23.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1206,0.58 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1158,230.jpg,photos/train/unsafe/230.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7073,0.89 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1159,231.jpg,photos/train/unsafe/231.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0186,0.98 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1160,232.jpg,photos/train/unsafe/232.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2200,0.71 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1161,233.jpg,photos/train/unsafe/233.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5601,0.67 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1162,234.jpg,photos/train/unsafe/234.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0139,0.73 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1163,235.jpg,photos/train/unsafe/235.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7593,0.94 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1164,236.jpg,photos/train/unsafe/236.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6165,0.47 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1165,237.jpg,photos/train/unsafe/237.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3025,0.55 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1166,238.jpg,photos/train/unsafe/238.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0066,0.53 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1167,239.jpg,photos/train/unsafe/239.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1121,0.49 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1168,24.jpg,photos/train/unsafe/24.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0872,0.73 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1169,240.jpg,photos/train/unsafe/240.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5527,0.69 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1170,241.jpg,photos/train/unsafe/241.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6611,0.56 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1171,242.jpg,photos/train/unsafe/242.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1206,0.53 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1172,243.jpg,photos/train/unsafe/243.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1174,0.56 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1173,244.jpg,photos/train/unsafe/244.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7261,0.55 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1174,245.jpg,photos/train/unsafe/245.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3291,0.53 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1175,246.jpg,photos/train/unsafe/246.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1438,0.53 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1176,247.jpg,photos/train/unsafe/247.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6128,0.68 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1177,248.jpg,photos/train/unsafe/248.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3110,0.97 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1178,249.jpg,photos/train/unsafe/249.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5188,0.77 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1179,25.jpg,photos/train/unsafe/25.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1768,0.46 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1180,250.jpg,photos/train/unsafe/250.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0063,0.53 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1181,251.jpg,photos/train/unsafe/251.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0635,0.56 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1182,252.jpg,photos/train/unsafe/252.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0725,0.53 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1183,253.jpg,photos/train/unsafe/253.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3774,0.54 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1184,254.jpg,photos/train/unsafe/254.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1143,0.82 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1185,255.jpg,photos/train/unsafe/255.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.9531,0.57 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1186,256.jpg,photos/train/unsafe/256.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),1.0000,0.63 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1187,257.jpg,photos/train/unsafe/257.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6399,0.62 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1188,258.jpg,photos/train/unsafe/258.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4338,0.61 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1189,259.jpg,photos/train/unsafe/259.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2883,0.70 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1190,26.jpg,photos/train/unsafe/26.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3401,0.84 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1191,260.jpg,photos/train/unsafe/260.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3821,0.56 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1192,261.jpg,photos/train/unsafe/261.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1694,0.53 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1193,262.jpg,photos/train/unsafe/262.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.8000,0.58 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1194,263.jpg,photos/train/unsafe/263.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6956,0.63 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1195,264.jpg,photos/train/unsafe/264.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6118,0.59 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1196,265.jpg,photos/train/unsafe/265.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1611,0.80 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1197,266.jpg,photos/train/unsafe/266.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5427,0.56 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1198,267.jpg,photos/train/unsafe/267.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2146,0.93 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1199,268.jpg,photos/train/unsafe/268.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2080,0.54 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1200,269.jpg,photos/train/unsafe/269.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.9949,0.60 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1201,27.jpg,photos/train/unsafe/27.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4871,0.54 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1202,270.jpg,photos/train/unsafe/270.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),1.0000,0.54 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1203,271.jpg,photos/train/unsafe/271.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2246,0.57 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1204,272.jpg,photos/train/unsafe/272.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1997,0.62 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1205,273.jpg,photos/train/unsafe/273.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0769,0.87 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1206,274.jpg,photos/train/unsafe/274.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2002,0.61 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1207,275.jpg,photos/train/unsafe/275.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.9370,0.55 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1208,276.jpg,photos/train/unsafe/276.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5173,0.87 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1209,277.jpg,photos/train/unsafe/277.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4353,0.54 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1210,278.jpg,photos/train/unsafe/278.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0845,0.64 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1211,279.jpg,photos/train/unsafe/279.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6233,0.57 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1212,28.jpg,photos/train/unsafe/28.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6973,0.95 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1213,280.jpg,photos/train/unsafe/280.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),1.0000,0.55 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1214,281.jpg,photos/train/unsafe/281.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7283,0.55 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1215,282.jpg,photos/train/unsafe/282.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0356,0.47 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1216,283.jpg,photos/train/unsafe/283.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0769,0.84 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1217,284.jpg,photos/train/unsafe/284.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0559,0.54 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1218,285.jpg,photos/train/unsafe/285.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5891,0.77 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1219,286.jpg,photos/train/unsafe/286.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.9473,0.90 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1220,287.jpg,photos/train/unsafe/287.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2817,0.96 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1221,288.jpg,photos/train/unsafe/288.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4619,0.83 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1222,289.jpg,photos/train/unsafe/289.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2224,0.64 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1223,29.jpg,photos/train/unsafe/29.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),1.0000,0.94 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1224,290.jpg,photos/train/unsafe/290.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0000,0.52 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1225,291.jpg,photos/train/unsafe/291.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.9924,0.50 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1226,292.jpg,photos/train/unsafe/292.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4194,1.11 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1227,293.jpg,photos/train/unsafe/293.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5093,0.86 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1228,294.jpg,photos/train/unsafe/294.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3896,0.59 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1229,295.jpg,photos/train/unsafe/295.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3103,0.53 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1230,296.jpg,photos/train/unsafe/296.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3823,0.60 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1231,297.jpg,photos/train/unsafe/297.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1274,0.76 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1232,298.jpg,photos/train/unsafe/298.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),1.0000,1.59 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1233,299.jpg,photos/train/unsafe/299.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6602,0.63 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1234,3.jpg,photos/train/unsafe/3.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0967,0.57 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1235,30.jpg,photos/train/unsafe/30.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3347,0.62 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1236,300.jpg,photos/train/unsafe/300.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),1.0000,0.72 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1237,301.jpg,photos/train/unsafe/301.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5334,2.17 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1238,302.jpg,photos/train/unsafe/302.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0000,0.78 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1239,303.jpg,photos/train/unsafe/303.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0852,0.57 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1240,304.jpg,photos/train/unsafe/304.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4163,0.60 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1241,305.jpg,photos/train/unsafe/305.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3293,0.70 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1242,306.jpg,photos/train/unsafe/306.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5994,0.89 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1243,307.jpg,photos/train/unsafe/307.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5625,0.59 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1244,308.jpg,photos/train/unsafe/308.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0864,0.80 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1245,309.jpg,photos/train/unsafe/309.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0486,0.78 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1246,31.jpg,photos/train/unsafe/31.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4976,0.90 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1247,310.jpg,photos/train/unsafe/310.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.9814,0.79 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1248,311.jpg,photos/train/unsafe/311.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2908,0.58 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1249,312.jpg,photos/train/unsafe/312.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3953,0.81 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1250,313.jpg,photos/train/unsafe/313.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1318,1.00 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1251,314.jpg,photos/train/unsafe/314.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1106,0.55 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1252,315.jpg,photos/train/unsafe/315.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5469,0.61 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1253,316.jpg,photos/train/unsafe/316.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5112,0.58 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1254,317.jpg,photos/train/unsafe/317.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0681,0.56 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1255,318.jpg,photos/train/unsafe/318.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2588,0.60 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1256,319.jpg,photos/train/unsafe/319.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2639,0.79 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1257,32.jpg,photos/train/unsafe/32.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0000,0.61 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1258,320.jpg,photos/train/unsafe/320.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6553,0.72 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1259,321.jpg,photos/train/unsafe/321.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7349,0.61 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1260,322.jpg,photos/train/unsafe/322.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0881,0.81 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1261,323.jpg,photos/train/unsafe/323.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0405,0.65 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1262,324.jpg,photos/train/unsafe/324.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.8118,0.59 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1263,325.jpg,photos/train/unsafe/325.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5593,0.56 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1264,326.jpg,photos/train/unsafe/326.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6023,0.66 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1265,327.jpg,photos/train/unsafe/327.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0706,0.70 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1266,328.jpg,photos/train/unsafe/328.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0808,0.59 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1267,329.jpg,photos/train/unsafe/329.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2188,0.67 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1268,33.jpg,photos/train/unsafe/33.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2000,0.83 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1269,330.jpg,photos/train/unsafe/330.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3276,0.72 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1270,331.jpg,photos/train/unsafe/331.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0242,0.73 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1271,332.jpg,photos/train/unsafe/332.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1494,0.82 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1272,333.jpg,photos/train/unsafe/333.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0251,0.76 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1273,334.jpg,photos/train/unsafe/334.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1812,0.95 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1274,335.jpg,photos/train/unsafe/335.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6204,0.67 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1275,336.jpg,photos/train/unsafe/336.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1326,0.68 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1276,337.jpg,photos/train/unsafe/337.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4375,0.60 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1277,338.jpg,photos/train/unsafe/338.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4583,1.03 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1278,339.jpg,photos/train/unsafe/339.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0540,0.70 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1279,34.jpg,photos/train/unsafe/34.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),1.0000,0.58 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1280,340.jpg,photos/train/unsafe/340.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3076,0.72 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1281,341.jpg,photos/train/unsafe/341.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2793,0.70 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1282,342.jpg,photos/train/unsafe/342.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4819,0.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1283,343.jpg,photos/train/unsafe/343.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0012,0.75 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
